time_key,open,high,low,close,volume
2022-12-28,154.53,154.84,151.66,152.59,33760855
2022-12-29,152.88,156.57,151.18,154.84,9579135
2022-12-30,154.85,159.15,154.07,158.94,10885484
2023-01-02,158.87,159.2,155.42,156.53,35623618
2023-01-03,156.47,157.45,154.31,154.37,14912699
2023-01-04,154.49,158.63,153.21,157.73,10761144
2023-01-05,158.18,158.19,155.86,157.31,30510336
2023-01-06,157.37,162.83,157.17,160.91,6371863
2023-01-09,160.62,161.03,159.36,159.84,35077690
2023-01-10,160.1,165.44,159.37,163.62,35402602
2023-01-11,163.92,165.24,163.87,164.03,34691262
2023-01-12,164.25,164.91,163.74,164.77,13927120
2023-01-13,165.02,169.81,163.82,168.96,7225753
2023-01-16,168.87,169.63,167.68,168.05,18740637
2023-01-17,167.74,169.04,164.34,165.59,15379360
2023-01-18,165.3,165.52,163.58,164.47,38483976
2023-01-19,163.93,165.75,163.22,165.72,26372739
2023-01-20,165.8,166.21,161.25,161.64,37941661
2023-01-23,161.61,163.42,161.17,163.35,30782400
2023-01-24,163.21,165.47,161.12,162.01,29451924
2023-01-25,161.05,165.74,160.46,165.05,7138276
2023-01-26,164.64,165.5,158.07,158.79,5550741
2023-01-27,159.15,159.82,155.96,156.86,4720167
2023-01-30,156.65,157.81,151.84,152.69,24953584
2023-01-31,152.8,152.94,150.09,150.73,10463267
2023-02-01,150.31,152.94,150.12,151.39,39595883
2023-02-02,151.82,151.97,150.82,151.02,7908496
2023-02-03,150.97,151.58,150.1,150.46,38035900
2023-02-06,150.55,151.28,149.89,150.14,27702667
2023-02-07,150.84,150.97,150.05,150.69,6922092
2023-02-08,151.15,151.67,147.32,148.32,5162774
2023-02-09,148.23,151.18,147.58,150.05,17650790
2023-02-10,149.88,152.27,149.74,151.71,15541403
2023-02-13,151.61,153.2,150.74,152.7,14674859
2023-02-14,152.86,154.6,152.82,154.12,22556774
2023-02-15,154.09,154.94,153.01,154.91,7799939
2023-02-16,154.79,160.18,154.04,160.02,7789912
2023-02-17,160.49,161.44,159.57,159.86,28707537
2023-02-20,159.82,161.57,158.87,159.14,39641432
2023-02-21,159.87,159.99,156.78,157.28,13132389
2023-02-22,157.31,157.57,153.48,154.75,37481376
2023-02-23,155.3,156.24,151.07,151.73,15760034
2023-02-24,151.84,153.03,149.38,149.63,15427816
2023-02-27,149.92,151.1,149.44,149.52,6343278
2023-02-28,149.31,151.13,148.49,150.38,18663080
2023-03-01,150.13,150.83,149.88,150.57,21424799
2023-03-02,150.71,151.07,147.58,148.78,27559491
2023-03-03,149.08,152.9,148.71,150.99,8852210
2023-03-06,151.0,153.96,150.7,152.83,9981651
2023-03-07,152.44,153.36,150.34,152.5,18987345
2023-03-08,152.09,152.38,150.94,150.97,5576987
2023-03-09,150.54,153.03,150.3,152.36,8303662
2023-03-10,151.82,153.48,151.2,152.87,26275780
2023-03-13,152.91,153.75,148.59,149.39,38292445
2023-03-14,149.73,149.91,149.05,149.29,24199601
2023-03-15,149.29,150.06,149.15,149.98,8364353
2023-03-16,149.3,150.49,147.6,147.88,39666653
2023-03-17,147.82,148.65,146.4,148.39,22309824
2023-03-20,148.34,150.15,144.17,144.99,29523246
2023-03-21,145.6,148.52,144.9,148.15,10288253
2023-03-22,147.72,151.69,146.16,151.17,24402132
2023-03-23,151.05,151.08,150.04,150.62,5825386
2023-03-24,151.13,151.62,150.83,151.55,26152418
2023-03-27,151.69,151.9,144.5,145.77,10485418
2023-03-28,145.93,146.51,142.58,143.13,36652059
2023-03-29,143.16,144.26,142.12,142.52,5026641
2023-03-30,142.61,142.98,139.21,140.13,27147300
2023-03-31,140.35,142.27,139.83,141.79,8157703
2023-04-03,141.56,146.82,140.84,146.37,28423494
2023-04-04,146.63,147.81,142.7,143.68,21258913
2023-04-05,143.28,143.76,141.05,141.81,38796801
2023-04-06,141.9,143.2,141.61,142.4,27117174
2023-04-07,142.45,146.16,141.72,146.13,16763930
2023-04-10,145.95,147.38,143.17,143.33,6231573
2023-04-11,143.32,144.46,143.12,143.96,25043021
2023-04-12,143.78,149.44,143.42,148.21,19317689
2023-04-13,147.89,148.12,143.95,144.35,4942918
2023-04-14,144.25,144.89,141.04,141.45,24506139
2023-04-17,141.14,141.96,140.11,140.55,10769806
2023-04-18,140.64,140.95,139.12,139.43,11666350
2023-04-19,139.11,141.43,139.07,141.3,3331480
2023-04-20,141.5,142.36,141.19,141.9,16766901
2023-04-21,141.57,141.99,137.83,137.93,11075969
2023-04-24,137.78,139.43,137.4,139.12,5657890
2023-04-25,138.95,139.63,136.47,137.89,19068908
2023-04-26,138.26,140.96,137.61,140.76,11144849
2023-04-27,140.85,141.35,138.72,139.4,7963854
2023-04-28,139.34,139.95,135.91,138.04,20269858
2023-05-01,138.18,140.44,137.82,139.29,5339867
2023-05-02,138.7,141.25,138.37,141.05,39646360
2023-05-03,141.03,142.37,140.54,142.11,20425509
2023-05-04,142.68,144.37,137.64,138.34,39861807
2023-05-05,138.37,139.96,138.07,139.58,35610227
2023-05-08,139.6,140.23,136.98,137.33,39246002
2023-05-09,137.48,138.99,137.04,137.9,23081000
2023-05-10,138.15,139.32,134.7,134.82,18654196
2023-05-11,134.28,136.81,134.18,135.83,29635965
2023-05-12,135.38,136.13,133.4,134.13,5985173
2023-05-15,134.19,135.1,130.87,131.43,34087248
2023-05-16,131.25,133.48,131.14,132.99,14972217
2023-05-17,133.34,133.98,132.89,133.56,3274373
2023-05-18,133.47,133.88,131.55,132.3,11795431
2023-05-19,131.79,137.0,131.28,135.42,11965832
2023-05-22,135.08,136.34,133.44,134.52,3522683
2023-05-23,133.78,134.83,133.57,134.64,27737523
2023-05-24,134.58,136.33,134.47,135.28,6523643
2023-05-25,135.23,135.52,133.47,133.99,34327726
2023-05-26,133.88,135.12,133.27,135.05,19768101
2023-05-29,135.35,136.11,133.76,133.96,29574867
2023-05-30,134.28,135.69,132.74,133.13,15567511
2023-05-31,133.08,136.47,133.04,136.08,7883729
2023-06-01,135.5,135.51,133.42,133.87,9673087
2023-06-02,134.04,135.26,128.59,128.76,26897505
2023-06-05,128.9,133.13,128.89,132.13,29495698
2023-06-06,132.21,138.28,132.19,137.57,12898572
2023-06-07,137.84,138.54,135.44,136.73,16213277
2023-06-08,136.41,136.48,132.29,132.55,37966992
2023-06-09,133.08,133.24,131.91,131.94,34519110
2023-06-12,131.69,132.32,131.21,131.39,18282470
2023-06-13,131.59,132.24,130.88,131.05,11916154
2023-06-14,130.6,130.78,128.45,128.76,14150094
2023-06-15,128.52,130.66,127.83,130.01,22920559
2023-06-16,130.4,131.24,129.34,131.15,23970902
2023-06-19,131.08,131.13,127.85,128.07,9813151
2023-06-20,128.28,129.92,127.79,129.55,5435837
2023-06-21,129.61,134.51,128.52,133.86,21326122
2023-06-22,133.83,134.78,133.31,134.28,32505990
2023-06-23,134.65,135.2,132.63,133.61,8641260
2023-06-26,133.55,135.29,133.21,133.36,18109150
2023-06-27,132.89,134.98,132.71,134.73,8978409
2023-06-28,134.51,134.82,130.93,131.05,11958990
2023-06-29,131.19,131.95,130.84,131.45,25652264
2023-06-30,131.55,132.09,130.08,130.68,13589213
2023-07-03,130.27,134.95,130.23,134.59,12760083
2023-07-04,134.4,134.67,133.99,134.27,39839599
2023-07-05,134.12,138.28,133.56,137.91,9377587
2023-07-06,137.81,138.38,134.98,135.53,10003621
2023-07-07,135.16,137.14,134.92,136.86,37401425
2023-07-10,136.68,137.67,134.84,137.61,23357679
2023-07-11,137.41,138.09,135.33,135.75,4591120
2023-07-12,135.96,136.6,135.61,136.19,18723445
2023-07-13,136.41,140.17,135.72,138.89,23910480
2023-07-14,138.85,140.18,138.11,138.22,12368081
2023-07-17,138.12,138.99,134.5,134.54,23285762
2023-07-18,134.58,135.46,133.03,134.55,26995007
2023-07-19,134.33,134.44,132.52,132.67,12272528
2023-07-20,132.36,133.15,131.38,131.99,33058817
2023-07-21,131.74,132.34,131.42,131.87,19752554
2023-07-24,131.7,132.21,127.5,128.33,38648072
2023-07-25,128.03,128.31,125.04,125.06,6246297
2023-07-26,125.1,126.91,124.92,126.07,14996754
2023-07-27,126.26,126.68,124.88,125.07,29686995
2023-07-28,124.67,124.68,119.91,119.99,36111875
2023-07-31,119.99,121.82,119.84,121.54,11202794
2023-08-01,121.49,122.39,120.56,122.12,39269261
2023-08-02,122.2,122.4,119.88,120.78,10155258
2023-08-03,120.77,121.12,117.93,118.28,18396525
2023-08-04,117.94,120.45,117.93,119.91,14650503
2023-08-07,119.61,120.65,119.24,120.63,18699942
2023-08-08,120.63,126.55,120.26,125.27,36387687
2023-08-09,125.53,126.3,125.36,126.17,30104355
2023-08-10,125.61,127.48,125.0,127.0,32469265
2023-08-11,127.09,127.26,126.53,126.71,12397990
2023-08-14,127.01,129.58,126.87,128.42,38035014
2023-08-15,128.38,130.32,128.17,129.75,19114896
2023-08-16,129.89,132.55,128.67,132.4,27122606
2023-08-17,132.22,132.24,130.91,131.35,28815624
2023-08-18,131.32,131.39,130.44,130.49,27528095
2023-08-21,130.07,130.14,129.26,129.54,25266489
2023-08-22,128.93,131.3,128.92,131.23,20761146
2023-08-23,131.48,135.0,131.15,134.43,26962703
2023-08-24,134.17,135.09,132.46,133.5,36491893
2023-08-25,133.38,133.38,132.3,132.64,17421628
2023-08-28,132.28,133.91,131.57,133.36,21902454
2023-08-29,132.99,133.45,131.74,132.89,9662804
2023-08-30,132.85,135.49,132.32,134.97,16137222
2023-08-31,134.77,135.29,129.48,130.16,31565763
2023-09-01,130.26,130.97,128.12,128.49,26693875
2023-09-04,128.61,130.03,126.55,126.93,10812408
2023-09-05,127.02,127.09,121.72,122.27,23207161
2023-09-06,122.33,123.67,120.28,120.44,33042565
2023-09-07,120.82,121.15,117.62,118.72,7588733
2023-09-08,118.47,119.2,118.09,118.39,5292096
2023-09-11,118.37,120.87,118.14,120.54,17530840
2023-09-12,120.81,120.96,119.62,120.12,27292255
2023-09-13,120.42,121.03,117.76,118.18,14593040
2023-09-14,117.85,118.41,117.23,118.12,33378231
2023-09-15,118.05,120.89,117.16,120.15,34332849
2023-09-18,120.48,121.03,117.59,118.33,22703214
2023-09-19,118.45,119.35,116.23,116.65,17017174
2023-09-20,116.69,117.95,115.72,117.74,4543493
2023-09-21,117.69,118.22,117.08,117.37,33397543
2023-09-22,117.28,118.81,117.25,118.63,36125452
2023-09-25,118.7,119.06,117.35,118.65,19368414
2023-09-26,118.59,121.06,117.39,120.03,22109330
2023-09-27,120.02,120.15,118.02,118.09,30879520
2023-09-28,118.11,118.59,117.9,118.12,28728726
2023-09-29,117.96,118.03,117.11,117.77,8005431
2023-10-02,117.89,118.24,115.48,115.52,27875557
2023-10-03,116.19,116.2,112.61,112.68,37212058
2023-10-04,112.28,114.78,111.75,113.96,30775363
2023-10-05,114.03,114.35,113.29,113.36,20780715
2023-10-06,113.19,114.16,110.87,111.56,22356965
2023-10-09,111.68,111.8,111.42,111.43,12612535
2023-10-10,111.44,114.5,111.37,113.48,27448097
2023-10-11,113.66,113.78,108.81,109.39,11935115
2023-10-12,109.65,110.63,106.29,106.81,15648777
2023-10-13,106.85,107.87,103.8,105.28,12807859
2023-10-16,105.52,108.15,105.32,107.78,15406853
2023-10-17,107.28,108.35,107.07,108.31,16568794
2023-10-18,108.66,109.89,108.37,109.69,6070164
2023-10-19,109.77,110.36,106.72,107.73,29548222
2023-10-20,107.96,108.25,105.42,105.84,19316764
2023-10-23,105.58,107.25,104.74,106.64,38135312
2023-10-24,106.47,107.07,105.72,106.78,9692771
2023-10-25,106.82,107.9,106.63,107.76,27754384
2023-10-26,107.76,107.84,107.43,107.48,9629955
2023-10-27,107.55,108.1,106.86,108.01,23245152
2023-10-30,108.24,108.89,107.96,108.32,21162568
2023-10-31,107.94,110.19,107.59,109.71,19598118
2023-11-01,109.93,112.08,109.87,111.17,27224379
2023-11-02,111.18,111.52,108.18,108.34,33643195
2023-11-03,108.29,108.63,103.48,104.48,14718707
2023-11-06,104.18,106.46,103.14,106.2,34437316
2023-11-07,106.31,108.48,106.28,108.26,9839503
2023-11-08,107.74,107.91,106.5,106.54,13842393
2023-11-09,106.68,107.1,103.22,103.41,14494806
2023-11-10,103.1,103.64,102.53,103.61,38276549
2023-11-13,103.63,105.46,103.46,105.2,7387206
2023-11-14,105.17,108.44,104.95,108.27,17619268
2023-11-15,108.52,110.31,107.99,109.21,18704174
2023-11-16,109.17,110.11,108.31,108.6,32602888
2023-11-17,108.45,108.72,107.07,107.09,20978282
2023-11-20,106.98,108.05,106.14,107.15,38772335
2023-11-21,107.43,107.48,106.31,106.68,30391837
2023-11-22,106.8,107.03,103.97,104.99,29035349
2023-11-23,104.91,109.61,104.53,108.48,30858014
2023-11-24,108.43,111.84,107.63,111.62,8977376
2023-11-27,111.27,113.91,110.8,113.69,19614891
2023-11-28,113.78,114.97,111.93,112.06,24687067
2023-11-29,111.67,114.12,111.14,113.64,10713600
2023-11-30,113.81,115.67,113.68,114.85,7394753
2023-12-01,114.88,116.57,114.43,115.71,8023360
2023-12-04,116.26,118.28,116.2,118.07,32198255
2023-12-05,117.81,119.34,116.98,119.32,27304600
2023-12-06,119.29,121.58,118.51,120.78,13408661
2023-12-07,121.21,123.08,120.37,122.05,30276649
2023-12-08,122.35,123.46,122.04,122.77,28722948
2023-12-11,122.6,123.18,118.08,119.31,33210563
2023-12-12,119.37,119.64,118.55,119.52,36673317
2023-12-13,119.52,119.79,117.38,118.51,35642661
2023-12-14,118.57,119.65,115.3,116.13,9697364
2023-12-15,115.96,119.58,115.42,119.3,31462539
2023-12-18,119.28,124.04,118.36,122.65,17535740
2023-12-19,122.25,125.76,122.07,125.36,17915519
2023-12-20,125.4,126.85,124.71,125.92,26943395
2023-12-21,126.04,128.81,125.69,128.7,25280961
2023-12-22,128.64,128.82,127.8,128.77,18527367
2023-12-25,128.36,129.49,127.96,129.24,39980951
2023-12-26,129.5,130.03,125.67,127.03,9468300
2023-12-27,127.12,128.51,126.98,127.89,6585807
2023-12-28,127.7,128.88,126.98,128.06,4075649
2023-12-29,127.99,128.87,125.44,125.45,33126851
2024-01-01,125.07,126.02,124.76,125.39,18044131
2024-01-02,125.14,125.89,124.58,125.28,19181685
2024-01-03,125.15,128.99,124.54,128.94,27020733
2024-01-04,129.25,131.06,128.41,130.83,19109641
2024-01-05,130.67,131.21,130.1,130.91,24237415
2024-01-08,131.08,132.14,130.37,131.48,5162808
2024-01-09,131.34,131.68,130.86,131.63,8780925
2024-01-10,131.69,132.62,131.08,131.25,37485393
2024-01-11,131.22,131.42,128.98,129.03,19675657
2024-01-12,129.26,129.66,128.62,128.77,9193308
2024-01-15,128.64,129.17,126.52,127.29,16670428
2024-01-16,126.89,128.26,124.2,124.79,15387165
2024-01-17,124.45,126.16,124.27,125.86,13145488
2024-01-18,125.73,127.15,125.58,126.7,13863671
2024-01-19,126.39,127.4,122.24,123.13,29983036
2024-01-22,123.23,123.74,122.91,122.94,6950376
2024-01-23,122.82,125.72,122.21,124.95,14457125
2024-01-24,125.54,127.3,124.86,127.11,20314198
2024-01-25,126.67,130.49,126.52,129.25,22985252
2024-01-26,129.3,130.05,128.92,129.38,35578714
2024-01-29,129.09,129.44,127.53,127.68,37159270
2024-01-30,127.56,128.46,124.69,125.52,14004283
2024-01-31,125.56,126.32,125.16,126.26,22953211
2024-02-01,125.68,127.21,124.93,127.08,3827135
2024-02-02,127.14,130.51,127.04,129.75,25829847
2024-02-05,130.24,132.68,129.17,132.08,8657374
2024-02-06,131.96,132.62,131.74,131.86,5710101
2024-02-07,131.93,132.06,129.0,129.29,27853662
2024-02-08,129.55,130.09,128.33,128.68,9590963
2024-02-09,128.64,130.04,127.97,129.18,20662903
2024-02-12,129.03,130.1,128.48,128.81,6735194
2024-02-13,128.22,128.75,126.78,127.67,30589818
2024-02-14,127.83,128.63,127.43,128.24,31298079
2024-02-15,128.21,128.46,126.57,127.26,24267894
2024-02-16,127.0,128.18,125.8,126.03,33929079
2024-02-19,126.06,127.14,125.87,126.71,19161696
2024-02-20,126.56,126.56,125.66,125.94,9898845
2024-02-21,125.81,127.07,125.77,126.48,8599359
2024-02-22,126.64,127.58,126.63,127.09,11113054
2024-02-23,126.75,127.8,124.41,124.82,10411369
2024-02-26,125.08,125.51,123.46,123.91,14958669
2024-02-27,123.56,127.24,123.54,126.81,10930521
2024-02-28,126.64,127.62,124.31,124.5,24869871
2024-02-29,124.98,125.11,119.38,120.34,8489384
2024-03-01,120.61,120.94,116.26,116.8,26006459
2024-03-04,116.82,116.99,115.91,116.9,15361711
2024-03-05,116.68,117.8,116.46,117.01,28409896
2024-03-06,116.88,117.74,116.06,116.83,21978154
2024-03-07,116.85,119.64,115.95,119.15,36492131
2024-03-08,119.16,119.18,114.04,114.1,19275448
2024-03-11,114.08,114.92,113.19,114.87,13916485
2024-03-12,114.86,118.37,114.76,117.79,24797398
2024-03-13,117.73,117.77,114.95,115.71,27374082
2024-03-14,115.37,115.38,114.85,115.05,19251878
2024-03-15,114.93,115.59,113.44,113.71,23709745
2024-03-18,113.92,114.61,111.38,112.13,20422029
2024-03-19,111.82,112.01,111.07,111.59,14315977
2024-03-20,111.55,114.3,111.36,114.18,14601902
2024-03-21,113.99,117.97,113.5,117.58,36574361
2024-03-22,117.61,117.95,116.52,117.0,27987383
2024-03-25,116.91,120.97,116.8,120.61,6532886
2024-03-26,120.97,121.02,120.52,120.73,38596947
2024-03-27,120.85,124.77,120.76,124.16,29344037
2024-03-28,123.84,124.62,123.59,124.03,4856095
2024-03-29,124.2,125.24,124.03,124.34,29931327
2024-04-01,124.15,125.21,123.74,125.12,24816081
2024-04-02,124.97,132.61,123.97,131.53,36867081
2024-04-03,131.61,133.72,130.92,133.37,21106740
2024-04-04,133.24,133.44,131.42,131.92,22187481
2024-04-05,132.15,135.62,131.78,134.02,14644352
2024-04-08,133.81,134.52,132.8,133.29,14900026
2024-04-09,133.13,134.39,131.52,132.3,25863086
2024-04-10,132.13,135.14,131.45,134.28,33626404
2024-04-11,134.13,134.95,132.98,134.4,35954782
2024-04-12,134.69,135.07,134.07,135.05,31519980
2024-04-15,135.22,135.62,134.96,135.14,25561546
2024-04-16,135.6,136.1,135.45,135.92,21511677
2024-04-17,136.53,137.55,136.25,136.9,15565420
2024-04-18,136.61,136.74,132.32,132.71,31410722
2024-04-19,132.73,134.48,132.18,134.18,14771363
2024-04-22,133.86,134.54,131.65,132.12,12911397
2024-04-23,131.92,132.38,129.05,129.13,35111020
2024-04-24,128.96,129.28,128.15,129.06,24811734
2024-04-25,128.78,130.21,128.67,129.28,16106140
2024-04-26,129.01,129.28,127.02,127.9,35011787
2024-04-29,127.86,129.73,126.79,129.65,38619255
2024-04-30,129.34,129.59,126.46,126.92,14765426
2024-05-01,127.13,127.3,125.39,126.14,22292423
2024-05-02,125.91,125.92,124.71,125.01,20891349
2024-05-03,125.72,126.13,124.44,124.97,28961022
2024-05-06,124.86,126.01,124.4,125.58,38188659
2024-05-07,125.6,126.5,123.12,123.6,23295579
2024-05-08,123.28,125.37,123.06,125.08,32533838
2024-05-09,125.51,125.82,125.21,125.26,25037327
2024-05-10,125.54,125.69,121.15,121.52,35820443
2024-05-13,121.59,121.81,116.64,117.76,17969761
2024-05-14,117.44,118.71,117.24,117.78,17254141
2024-05-15,117.83,118.13,117.3,117.41,18629521
2024-05-16,117.15,118.31,116.82,117.27,39870694
2024-05-17,117.61,117.88,116.48,117.26,25623325
2024-05-20,117.45,118.46,117.07,117.73,8644927
2024-05-21,117.75,119.7,116.54,119.56,4513061
2024-05-22,118.98,119.57,117.44,117.49,22194511
2024-05-23,117.25,117.66,115.29,115.33,32810774
2024-05-24,115.49,116.35,113.18,113.36,20733115
2024-05-27,113.63,114.01,112.48,113.93,23727764
2024-05-28,114.18,117.26,113.6,116.24,32541991
2024-05-29,115.87,116.01,115.37,115.49,22104739
2024-05-30,115.56,116.3,110.47,110.91,36618857
2024-05-31,111.14,112.2,107.64,107.93,26603567
2024-06-03,107.57,108.26,106.51,106.54,30052156
2024-06-04,106.53,107.08,104.92,105.63,31914187
2024-06-05,105.69,105.72,104.03,104.98,26192200
2024-06-06,104.92,105.28,104.68,105.09,4852449
2024-06-07,104.7,105.43,104.41,104.6,18814880
2024-06-10,104.54,106.91,103.23,106.4,8234992
2024-06-11,106.33,106.6,105.07,105.29,21882058
2024-06-12,105.26,105.34,103.59,103.88,8297149
2024-06-13,103.77,104.93,102.85,104.72,21844111
2024-06-14,104.63,105.08,101.48,102.19,15722047
